0,001;2059
0,001;2097
0,002;2111
0,001;2116
0,001;2123
0,001;2169
0,001;2209
0,001;2217
0,001;2226
0,001;2234
0,001;2244
0,001;2272
0,001;2274
0,001;2278
0,001;2279
0,001;2287
0,001;2288
0,001;2291
0,001;2293
0,001;2294
0,001;2298
0,001;2304
0,001;2316
0,001;2321
0,001;2327
0,001;2335
0,001;2345
0,001;2348
0,001;2358
0,001;2362
0,001;2368
0,002;2373
0,001;2378
0,001;2379
0,001;2387
0,001;2391
0,001;2394
0,001;2398
0,001;2400
0,002;2403
0,001;2404
0,002;2405
0,001;2409
0,001;2411
0,001;2418
0,002;2419
0,001;2423
0,001;2427
0,001;2432
0,002;2434
0,001;2435
0,001;2436
0,002;2439
0,001;2442
0,001;2443
0,001;2445
0,001;2447
0,001;2448
0,001;2455
0,001;2466
0,002;2468
0,001;2474
0,001;2475
0,001;2479
0,001;2484
0,001;2487
0,001;2488
0,001;2491
0,001;2493
0,001;2495
0,001;2498
0,001;2499
0,003;2500
0,001;2502
0,001;2505
0,002;2511
0,001;2515
0,001;2516
0,001;2517
0,002;2518
0,001;2520
0,001;2524
0,001;2533
0,002;2536
0,001;2542
0,003;2543
0,001;2553
0,001;2557
0,002;2558
0,001;2566
0,001;2567
0,001;2569
0,002;2572
0,001;2573
0,001;2576
0,001;2577
0,001;2579
0,001;2581
0,001;2585
0,001;2586
0,001;2588
0,001;2589
0,001;2590
0,001;2592
0,001;2594
0,001;2600
0,001;2601
0,002;2603
0,001;2607
0,001;2609
0,002;2611
0,001;2614
0,001;2615
0,002;2619
0,002;2622
0,001;2625
0,003;2627
0,001;2630
0,001;2634
0,001;2635
0,001;2636
0,001;2637
0,001;2640
0,001;2641
0,002;2642
0,001;2647
0,001;2649
0,002;2650
0,001;2651
0,004;2652
0,003;2653
0,002;2654
0,001;2655
0,001;2657
0,001;2659
0,001;2660
0,001;2661
0,001;2662
0,001;2663
0,001;2664
0,001;2667
0,002;2668
0,002;2670
0,002;2674
0,001;2677
0,001;2681
0,001;2683
0,001;2685
0,002;2686
0,001;2688
0,001;2690
0,002;2691
0,003;2692
0,002;2693
0,001;2694
0,001;2695
0,001;2696
0,001;2697
0,001;2698
0,001;2700
0,001;2702
0,001;2703
0,001;2704
0,001;2707
0,001;2708
0,001;2711
0,001;2712
0,001;2715
0,001;2716
0,001;2717
0,001;2718
0,004;2719
0,001;2722
0,001;2724
0,001;2725
0,002;2726
0,002;2728
0,001;2729
0,001;2731
0,004;2732
0,003;2734
0,002;2735
0,001;2736
0,002;2740
0,002;2741
0,001;2744
0,001;2747
0,003;2750
0,001;2751
0,002;2752
0,001;2753
0,001;2754
0,002;2755
0,001;2756
0,001;2757
0,001;2762
0,001;2764
0,004;2766
0,001;2767
0,001;2768
0,001;2769
0,001;2771
0,002;2776
0,001;2778
0,001;2781
0,001;2782
0,001;2783
0,001;2784
0,001;2788
0,002;2789
0,001;2791
0,001;2792
0,003;2793
0,002;2794
0,001;2795
0,002;2796
0,001;2797
0,002;2798
0,002;2801
0,001;2803
0,002;2804
0,002;2805
0,001;2806
0,001;2809
0,001;2810
0,001;2815
0,002;2817
0,001;2819
0,002;2820
0,001;2821
0,001;2823
0,001;2825
0,002;2826
0,002;2827
0,002;2832
0,002;2833
0,001;2835
0,002;2836
0,001;2838
0,001;2839
0,002;2844
0,001;2845
0,002;2846
0,001;2850
0,001;2851
0,002;2853
0,001;2854
0,002;2858
0,001;2859
0,003;2860
0,003;2861
0,002;2863
0,001;2864
0,001;2865
0,001;2866
0,001;2867
0,001;2868
0,002;2872
0,003;2873
0,002;2874
0,003;2875
0,001;2883
0,002;2884
0,001;2885
0,001;2886
0,001;2893
0,004;2894
0,003;2895
0,003;2896
0,003;2897
0,002;2898
0,001;2899
0,002;2902
0,001;2903
0,001;2908
0,002;2909
0,001;2911
0,004;2912
0,001;2913
0,001;2914
0,002;2916
0,003;2918
0,001;2919
0,001;2920
0,002;2921
0,002;2923
0,001;2924
0,001;2927
0,001;2930
0,002;2931
0,002;2932
0,001;2936
0,001;2937
0,001;2938
0,002;2939
0,001;2941
0,002;2944
0,002;2945
0,002;2946
0,001;2947
0,002;2948
0,004;2951
0,002;2952
0,002;2953
0,001;2958
0,001;2960
0,001;2962
0,001;2963
0,002;2964
0,002;2967
0,001;2968
0,001;2969
0,001;2971
0,001;2972
0,002;2975
0,002;2976
0,001;2977
0,001;2979
0,001;2980
0,002;2982
0,003;2983
0,002;2984
0,001;2985
0,001;2986
0,001;2990
0,001;2993
0,001;2994
0,002;2996
0,001;2998
0,001;3001
0,002;3003
0,002;3004
0,001;3005
0,002;3006
0,001;3007
0,001;3008
0,002;3011
0,003;3013
0,001;3014
0,002;3015
0,002;3016
0,001;3017
0,001;3018
0,001;3019
0,001;3020
0,001;3022
0,001;3024
0,001;3027
0,001;3029
0,003;3031
0,001;3032
0,002;3035
0,002;3037
0,001;3038
0,001;3039
0,001;3040
0,002;3041
0,001;3044
0,003;3045
0,003;3046
0,001;3048
0,001;3053
0,003;3054
0,002;3055
0,001;3056
0,002;3057
0,002;3058
0,001;3059
0,001;3063
0,001;3064
0,001;3065
0,001;3066
0,003;3067
0,001;3068
0,001;3069
0,001;3071
0,001;3073
0,001;3074
0,001;3077
0,001;3080
0,003;3082
0,002;3083
0,003;3085
0,003;3087
0,001;3088
0,001;3089
0,002;3091
0,002;3092
0,001;3095
0,001;3096
0,001;3097
0,001;3098
0,002;3099
0,004;3100
0,001;3101
0,003;3102
0,001;3103
0,001;3104
0,003;3105
0,001;3106
0,002;3107
0,004;3108
0,001;3109
0,002;3112
0,002;3113
0,001;3114
0,002;3117
0,002;3119
0,001;3122
0,001;3123
0,001;3124
0,001;3126
0,001;3127
0,001;3128
0,001;3131
0,001;3132
0,001;3133
0,002;3134
0,001;3135
0,001;3136
0,001;3137
0,001;3138
0,002;3139
0,001;3140
0,001;3141
0,001;3142
0,001;3143
0,001;3145
0,001;3146
0,002;3147
0,001;3148
0,002;3149
0,001;3150
0,001;3152
0,001;3158
0,001;3160
0,002;3162
0,001;3165
0,001;3166
0,001;3167
0,003;3168
0,001;3171
0,001;3174
0,001;3175
0,001;3178
0,002;3179
0,001;3180
0,001;3181
0,001;3182
0,002;3183
0,001;3185
0,001;3189
0,002;3198
0,002;3202
0,001;3204
0,001;3205
0,002;3206
0,001;3208
0,001;3209
0,002;3210
0,001;3211
0,001;3213
0,001;3214
0,001;3216
0,001;3218
0,001;3221
0,001;3222
0,002;3224
0,002;3225
0,001;3226
0,001;3228
0,001;3235
0,002;3236
0,001;3237
0,001;3238
0,001;3240
0,001;3241
0,003;3242
0,004;3243
0,001;3246
0,001;3247
0,001;3248
0,002;3249
0,002;3250
0,001;3252
0,001;3253
0,001;3255
0,001;3257
0,002;3258
0,001;3259
0,001;3261
0,003;3262
0,002;3264
0,002;3268
0,001;3269
0,001;3272
0,002;3274
0,001;3275
0,003;3278
0,003;3279
0,002;3281
0,001;3284
0,001;3285
0,001;3288
0,002;3293
0,001;3295
0,001;3297
0,002;3299
0,002;3301
0,003;3303
0,002;3304
0,003;3306
0,001;3307
0,001;3309
0,002;3310
0,001;3315
0,001;3316
0,001;3319
0,001;3321
0,003;3322
0,001;3323
0,001;3324
0,001;3327
0,003;3328
0,003;3329
0,001;3330
0,001;3332
0,001;3333
0,001;3334
0,001;3335
0,001;3337
0,001;3339
0,001;3340
0,001;3342
0,001;3346
0,001;3347
0,002;3348
0,001;3351
0,001;3354
0,002;3357
0,001;3359
0,002;3360
0,001;3366
0,002;3367
0,001;3368
0,002;3371
0,001;3373
0,002;3374
0,001;3376
0,001;3377
0,002;3378
0,001;3383
0,002;3384
0,002;3386
0,003;3390
0,001;3392
0,001;3393
0,001;3394
0,001;3400
0,001;3403
0,001;3404
0,004;3405
0,001;3407
0,001;3409
0,001;3410
0,001;3411
0,001;3412
0,001;3413
0,001;3422
0,001;3423
0,001;3424
0,001;3425
0,001;3428
0,002;3430
0,001;3431
0,001;3435
0,002;3436
0,001;3440
0,001;3442
0,001;3444
0,001;3451
0,001;3453
0,001;3454
0,001;3460
0,001;3461
0,001;3463
0,002;3468
0,001;3469
0,001;3473
0,001;3474
0,001;3475
0,001;3478
0,001;3479
0,001;3486
0,002;3489
0,001;3495
0,001;3501
0,002;3502
0,001;3507
0,001;3510
0,001;3514
0,001;3516
0,001;3520
0,002;3523
0,001;3525
0,001;3526
0,001;3528
0,001;3530
0,001;3531
0,001;3534
0,001;3538
0,001;3541
0,001;3544
0,001;3546
0,001;3547
0,001;3555
0,001;3565
0,002;3567
0,001;3570
0,001;3572
0,001;3573
0,001;3575
0,001;3576
0,001;3578
0,002;3580
0,001;3581
0,002;3583
0,001;3586
0,001;3588
0,001;3590
0,001;3594
0,001;3598
0,001;3601
0,001;3606
0,001;3608
0,002;3609
0,001;3610
0,001;3618
0,002;3621
0,001;3622
0,001;3624
0,001;3629
0,001;3638
0,001;3639
0,001;3644
0,001;3645
0,001;3649
0,001;3654
0,001;3663
0,001;3665
0,001;3666
0,001;3667
0,001;3668
0,001;3669
0,001;3673
0,001;3678
0,001;3679
0,001;3682
0,001;3683
0,001;3686
0,001;3689
0,001;3691
0,001;3694
0,001;3697
0,001;3698
0,002;3708
0,001;3711
0,001;3713
0,001;3715
0,002;3720
0,001;3724
0,001;3725
0,001;3730
0,001;3738
0,002;3742
0,001;3746
0,001;3748
0,002;3750
0,002;3760
0,001;3764
0,001;3789
0,001;3800
0,001;3807
0,001;3811
0,001;3819
0,001;3820
0,001;3827
0,002;3829
0,001;3835
0,001;3837
0,001;3841
0,001;3847
0,001;3853
0,001;3855
0,001;3861
0,001;3862
0,001;3863
0,001;3877
0,001;3878
0,001;3879
0,001;3883
0,001;3916
0,001;3918
0,001;3922
0,001;3931
0,001;3932
0,001;3941
0,001;3958
0,001;3959
0,001;3964
0,001;3965
0,001;3969
0,001;3974
0,001;3981
0,001;3990
0,002;3991
0,001;3994
0,001;4005
0,001;4014
0,001;4017
0,001;4018
0,001;4052
0,001;4059
0,001;4067
0,001;4118
0,001;4123
0,001;4168
0,001;4176
0,001;4199
0,001;4239
0,001;4250
0,002;4263
0,001;4296
0,001;4330
0,001;4498
0,001;4632
